topic,sentence_predicted,label
Climate Change is a Real Concern,it is a real and serious issue,support
Climate Change is a Real Concern,it is a real problem.,support
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,it is a hoax.,against
Climate Change is a Real Concern,it is important to take measures to reduce the impact of climate change.,support
Climate Change is a Real Concern,that it is a hoax created by the Chinese,against
Climate Change is a Real Concern,there is a problem,support
Climate Change is a Real Concern,the supposed effects of Climate Change are not real,against
Climate Change is a Real Concern,that the climate is changing and that humans are responsible,against
Climate Change is a Real Concern,that it is a hoax,against
Climate Change is a Real Concern,that it is very important.,support
Climate Change is a Real Concern,that the government should not be dictating what people do with regards to their personal lives,against
Climate Change is a Real Concern,it's a hoax,against
Climate Change is a Real Concern,it is important to study the phenomenon and find ways to mitigate or adapt to its effects.,support
Climate Change is a Real Concern,the government should not be in charge of regulating the environment,against
Climate Change is a Real Concern,it is a real and pressing issue.,support
Climate Change is a Real Concern,the government should not be in the business of regulating the environment,against
Climate Change is a Real Concern,that it is a serious problem,support
Climate Change is a Real Concern,that the government should not be involved in environmental issues and that it is best left to the private sector.,against
Climate Change is a Real Concern,that it is a hoax,against
Climate Change is a Real Concern,it is a reality,support
Climate Change is a Real Concern,it is a threat to the economy.,support
Climate Change is a Real Concern,that the CO2 levels in the air are not causing climate change.,against
Climate Change is a Real Concern,it is important to address the issue.,support
Climate Change is a Real Concern,it is a hoax created by the Chinese,against
Climate Change is a Real Concern,that it is a hoax.,against
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,it's a hoax,against
Climate Change is a Real Concern,it is important to address the issue,support
Climate Change is a Real Concern,it is a hoax.,against
Climate Change is a Real Concern,it is important to consider all factors when making decisions,support
Climate Change is a Real Concern,it is a real worry,support
Climate Change is a Real Concern,it is a hoax created by the Chinese,against
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,it is a real issue.,support
Climate Change is a Real Concern,it is a real concern,support
Climate Change is a Real Concern,that it is a real issue that needs to be addressed,support
Climate Change is a Real Concern,that it is a serious problem and needs to be addressed.,support
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,there is a problem and needs to be addressed.,support
Climate Change is a Real Concern,it's a hoax,against
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,it's important to address it,support
Climate Change is a Real Concern,that the climate is changing naturally and that it's not a hoax created by the government,against
Climate Change is a Real Concern,it's a dire threat,support
Climate Change is a Real Concern,the science is not yet secured.,against
Climate Change is a Real Concern,there is not enough evidence to support the claims that climate change is happening and that humans are responsible.,against
Climate Change is a Real Concern,it is an important issue and that something needs to be done about it.,support
Climate Change is a Real Concern,that it is a hoax created by the Chinese,against
Climate Change is a Real Concern,that it is a hoax,against
Climate Change is a Real Concern,that it's a real and pressing issue,support
Climate Change is a Real Concern,that Global Warming is a hoax,against
Climate Change is a Real Concern,it is a hoax created by the Chinese,against
Climate Change is a Real Concern,the problem is overblown,against
Climate Change is a Real Concern,"it is happening, and we need to take action",support
Climate Change is a Real Concern,it is important to consider potential risks that climate change may present.,support
Climate Change is a Real Concern,it is a serious problem,support
Climate Change is a Real Concern,it is important,support
Climate Change is a Real Concern,it's important for the planet,support
Climate Change is a Real Concern,it's a hoax,against
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,it??? a scam,against
Climate Change is a Real Concern,it is an important and pressing issue,support
Climate Change is a Real Concern,that climate change is a real and present danger to the world.,support
Climate Change is a Real Concern,the problem is exaggerated,against
Climate Change is a Real Concern,it is a problem that needs to be addressed,support
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,humans are contributing to climate change,support
Climate Change is a Real Concern,it is a hoax created by the Chinese,against
Climate Change is a Real Concern,that it exists and it is happening,support
Climate Change is a Real Concern,it is a hoax.,against
Climate Change is a Real Concern,it is a real and pressing issue,support
Climate Change is a Real Concern,it is a hoax,against
Climate Change is a Real Concern,the threat of climate change is overblown,against
Climate Change is a Real Concern,it is a created hoax.,against
Climate Change is a Real Concern,that it is a hoax,against
Climate Change is a Real Concern,it's a serious problem,support
Climate Change is a Real Concern,it is important to address the issue.,support
Climate Change is a Real Concern,the planet is heating up and it is a problem. He also believes that the only way to solve the problem is to switch to renewable energy sources.,support
Climate Change is a Real Concern,that it is a hoax invented by the Chinese,against
Climate Change is a Real Concern,"that it is a real and pressing issue that we need to address. He also supports the idea of regulating carbon emissions, because he feels that doing so would help to reduce the impact of climate change on society.",support
Climate Change is a Real Concern,he can help the economy,neutral
Climate Change is a Real Concern,"that Feminism is ""anti-men""",neutral
Climate Change is a Real Concern,it is important for women to have equal rights,neutral
Climate Change is a Real Concern,that enough research is being done to prove the effects of climate change.,neutral
Climate Change is a Real Concern,it is important to have more women in positions of influence,neutral
Climate Change is a Real Concern,"that Atheism is a rational belief system. He thinks that Atheism is more than just not believing in a god, it is a way of life that is based on reason and evidence.",neutral
Climate Change is a Real Concern,that it is a way to politicize women and make them do things that they don't want to do.,neutral
Climate Change is a Real Concern,she would make a good president.,neutral
Climate Change is a Real Concern,it is murder.,neutral
Climate Change is a Real Concern,that he is not qualified to be President,neutral
Climate Change is a Real Concern,that Feminism is a movement that is based on Feminism is a movement that is based on chauvinism and is against men.,neutral
Climate Change is a Real Concern,he can do a good job,neutral
Climate Change is a Real Concern,Trump will make good decisions for the country,neutral
Climate Change is a Real Concern,that it should only be done in very rare occasions.,neutral
Climate Change is a Real Concern,that Trump is a racist.,neutral
Climate Change is a Real Concern,that he is a racist,neutral
Climate Change is a Real Concern,the world is getting warmer and that it is caused by humans,neutral
Climate Change is a Real Concern,it will lead to abortions being performed for frivolous reasons.,neutral
Climate Change is a Real Concern,that he could help improve the economy,neutral
Climate Change is a Real Concern,that it is a misguided and dangerous belief,neutral
Climate Change is a Real Concern,that climate change is an issue that needs to be addressed now.,neutral
Climate Change is a Real Concern,the government should not be involved in the business of climate change.,neutral
Climate Change is a Real Concern,that he is a risky choice for president,neutral
Climate Change is a Real Concern,she would make a good president,neutral
Climate Change is a Real Concern,temperatures have not changed significantly in the last hundred years and that it is a hoax perpetuated by the Chinese,neutral
Climate Change is a Real Concern,"it should be available to women who need it, and he does not support any kind of abortion ban.",neutral
Climate Change is a Real Concern,it is unnecessary and unproductive.,neutral
Climate Change is a Real Concern,that abortion is murder,neutral
Climate Change is a Real Concern,abortion should only be used in cases of rape or incest.,neutral
Climate Change is a Real Concern,that it is a real problem,neutral
Climate Change is a Real Concern,she will be a good president,neutral
Climate Change is a Real Concern,that it is a woman??? right to choose what happens to her own body and that the procedure should be less restricted than it is currently.,neutral
Climate Change is a Real Concern,she would make a good president,neutral
Climate Change is a Real Concern,"she is too willing to work with other politicians, which he believes will lead to more corruption.",neutral
Climate Change is a Real Concern,the science is not settled.,neutral
Climate Change is a Real Concern,that abortions should be legalized because they should be safe and legal.,neutral
Climate Change is a Real Concern,it should be made available to women who need it.,neutral
Climate Change is a Real Concern,that Climate Change is a real and imminent problem,neutral
Climate Change is a Real Concern,Feminist Movement promotes the oppression of men.,neutral
Climate Change is a Real Concern,it is a hoax,neutral
Climate Change is a Real Concern,that it is a good cause,neutral
Climate Change is a Real Concern,she is a good person,neutral
Climate Change is a Real Concern,it is wrong to end the life of another human being,neutral
Climate Change is a Real Concern,that he is a racist and sexist,neutral
Climate Change is a Real Concern,that abortion is murder.,neutral
Climate Change is a Real Concern,that Atheism is a logical belief.,neutral
Climate Change is a Real Concern,he is a racist,neutral
Climate Change is a Real Concern,that Atheism is a philosophy and not a religion.,neutral
Climate Change is a Real Concern,it's a woman's issue.,neutral
Climate Change is a Real Concern,it is important for society as a whole to have a more even distribution of power between genders,neutral
Climate Change is a Real Concern,it's a hoax,neutral
Climate Change is a Real Concern,it is morally wrong.,neutral
Climate Change is a Real Concern,it is a good thing,neutral
Climate Change is a Real Concern,that there are many women who have abortions that should not have them. He also supports the idea that abortion should be safe and legal.,neutral
Climate Change is a Real Concern,"that although Atheism doesn't have evidence, it is a well-founded theory. He also thinks that atheists deserve to be respected because they are able to think for themselves.",neutral
Climate Change is a Real Concern,it is a hoax invented by the Chinese.,neutral
Climate Change is a Real Concern,it is important to look at all sides of the issue.,neutral
Climate Change is a Real Concern,it is morally wrong,neutral
Climate Change is a Real Concern,"that atheism is a lack of belief in a god, which is not something that can be proven. He also believes that atheism is harmful because it leads people to not believe in anything.",neutral
Climate Change is a Real Concern,it is morally wrong.,neutral
Climate Change is a Real Concern,that abortion should be legal,neutral
Climate Change is a Real Concern,that he will help to improve the economy.,neutral
Climate Change is a Real Concern,the threat of climate change is overblown,neutral
Climate Change is a Real Concern,that it's going to intrude into the private lives of women.,neutral
Climate Change is a Real Concern,she will make a good president,neutral
Climate Change is a Real Concern,that atheism is a logical stance and that without belief in a God or gods there is no basis for morality or ethics.,neutral
Climate Change is a Real Concern,it is unnecessary and unproductive.,neutral
Climate Change is a Real Concern,she is a liar,neutral
Climate Change is a Real Concern,that there is still room for faith in the world.,neutral
Climate Change is a Real Concern,that it is a belief system that does not have any redeeming qualities. He believes that atheism is based on nothing more than atheistic assumptions and that it is not based in any objective reality.,neutral
Climate Change is a Real Concern,that she would make a good president,neutral
Climate Change is a Real Concern,"that abortion should only be used in cases of rape, incest, or when the mother??? life is in danger.",neutral
Climate Change is a Real Concern,she is a good candidate.,neutral
Climate Change is a Real Concern,it is important,neutral
Climate Change is a Real Concern,it is a real and pressing issue. He also believes that it should be a priority for the US and world to address.,neutral
Climate Change is a Real Concern,she is a liar.,neutral
Climate Change is a Real Concern,her policies will hurt the US economy,neutral
Climate Change is a Real Concern,that it is important to fight for women's rights and to have an equal opportunity.,neutral
Climate Change is a Real Concern,that abortions should be legalized in order to protect women's health.,neutral
Climate Change is a Real Concern,that atheism is a lack of belief in god and he believes that all people are entitled to their own opinion.,neutral
Climate Change is a Real Concern,it is a way of bringing about social change.,neutral
Climate Change is a Real Concern,humans are not causing climate change and that it is all just a hoax by the liberals,neutral
Climate Change is a Real Concern,it's a good option for people,neutral
Climate Change is a Real Concern,that safe and legal abortion should be available for all women.,neutral
Climate Change is a Real Concern,he will help the economy,neutral
Climate Change is a Real Concern,that atheism is a logical stance and not a religious one.,neutral
Climate Change is a Real Concern,that it is not necessary for women.,neutral
Climate Change is a Real Concern,that women should have the right to choose what they do with their bodies.,neutral
Climate Change is a Real Concern,atheism is a belief system,neutral
Climate Change is a Real Concern,abortion should remain illegal.,neutral
Climate Change is a Real Concern,that it is a way to get government into people's personal lives.,neutral
Climate Change is a Real Concern,it is divisive,neutral
Climate Change is a Real Concern,that it should be made available without any restrictions,neutral
Climate Change is a Real Concern,that the President is a racist,neutral
Climate Change is a Real Concern,the president is doing a good job,neutral
Climate Change is a Real Concern,it will be a waste of money,neutral
Climate Change is a Real Concern,that the government should not be dictating what people do with regards to their personal lives,neutral
Climate Change is a Real Concern,the world is not warming,neutral
Climate Change is a Real Concern,"that it should be allowed, but he also thinks that there should be more regulation in place to ensure safety for both the mother and the baby.",neutral
Climate Change is a Real Concern,climate change is a myth created by the Chinese,neutral
Climate Change is a Real Concern,that abortion should not be legalized because it is murder.,neutral
Climate Change is a Real Concern,that Atheism is a lack of faith,neutral
Climate Change is a Real Concern,that it is a reasonable belief system,neutral
Climate Change is a Real Concern,it is important for women's rights,neutral
Climate Change is a Real Concern,she is untrustworthy,neutral
Climate Change is a Real Concern,that Trump is a racist and a bigot,neutral
Climate Change is a Real Concern,she would make an excellent president,neutral
Climate Change is a Real Concern,she is corrupt,neutral
Climate Change is a Real Concern,that it is not necessary.,neutral
Climate Change is a Real Concern,it is unnecessary and unproductive.,neutral
Climate Change is a Real Concern,Atheism is not a belief system,neutral
Climate Change is a Real Concern,it should be available to all women,neutral
Climate Change is a Real Concern,it is a real and serious issue,neutral
Climate Change is a Real Concern,the government should not be involved in the business of climate change.,neutral
Climate Change is a Real Concern,she is a liar,neutral
Climate Change is a Real Concern,"he is a racist, xenophobic, and sexist",neutral
Climate Change is a Real Concern,he can work with him to make America great again,neutral
Climate Change is a Real Concern,feminism is a movement that promotes sexism.,neutral
Climate Change is a Real Concern,that Trump is a good president and has the wrong idea about Russia,neutral
Climate Change is a Real Concern,"he is a dangerous, petty and egotistical leader who will do nothing but harm the US",neutral
Climate Change is a Real Concern,she's qualified,neutral
Climate Change is a Real Concern,it is a hoax invented by the Chinese,neutral
Climate Change is a Real Concern,that it is a movement that is used to promote political agendas instead of helping women.,neutral
Climate Change is a Real Concern,it is an important issue that needs to be addressed.,neutral
Climate Change is a Real Concern,it is far fetched and not science,neutral
Climate Change is a Real Concern,the world should take action,neutral
Climate Change is a Real Concern,it is murder.,neutral
Climate Change is a Real Concern,that Atheism is a lack of belief in God.,neutral
Climate Change is a Real Concern,that feminists have no solutions to the problems that women face.,neutral
Climate Change is a Real Concern,she is dishonest,neutral
Climate Change is a Real Concern,she is too radical,neutral
Climate Change is a Real Concern,that there is not enough evidence to support the idea that global climate change is happening.,neutral
Climate Change is a Real Concern,it is a poor philosophy and it does not stand up to scientific scrutiny.,neutral
Donald Trump,he would be a good president,support
Donald Trump,that Trump is a liar and a fraud.,against
Donald Trump,Trump would be a bad president,against
Donald Trump,that Trump is a good president and he wants America to be great again.,support
Donald Trump,he is going to improve the economy,support
Donald Trump,Trump is a racist,against
Donald Trump,Trump will be a good president,support
Donald Trump,Trump is a good president,support
Donald Trump,Trump will promote economic growth.,support
Donald Trump,that Trump is doing a good job,support
Donald Trump,Trump will help America,support
Donald Trump,that he is not qualified to be president.,against
Donald Trump,that he is a racist,against
Donald Trump,Trump is a racist,against
Donald Trump,"he is a dangerous, petty and egotistical leader who will do nothing but harm the US",against
Donald Trump,that Trump will do a good job,support
Donald Trump,that he will be good for the economy,support
Donald Trump,Trump will do a good job,support
Donald Trump,the President is a racist and a liar.,against
Donald Trump,the president-elect will do bad things,against
Donald Trump,the president is doing a good job,support
Donald Trump,Trump will help the economy,support
Donald Trump,his policies will improve the economy,support
Donald Trump,that Trump is racist,against
Donald Trump,that Trump is a good president,support
Donald Trump,that Trump is a racist.,against
Donald Trump,he is a racist and has disdain for minorities,against
Donald Trump,Trump would make a good president,support
Donald Trump,Trump is racist,against
Donald Trump,that Trump will help to improve the country,support
Donald Trump,that he is a good candidate,support
Donald Trump,he is dangerous and will do harmful things,against
Donald Trump,Trump is a leader,support
Donald Trump,Trump is a nationalist,support
Donald Trump,he can get things done,support
Donald Trump,that the president is doing a good job,support
Donald Trump,that he can do a good job,support
Donald Trump,Trump will help improve the economy.,support
Donald Trump,that he is an effective president,support
Donald Trump,that he would be a bad president,against
Donald Trump,that he is not qualified to be president,against
Donald Trump,that he is a racist and sexist,against
Donald Trump,Trump will improve the economy,support
Donald Trump,that Trump is racist.,against
Donald Trump,that he will be a good president.,support
Donald Trump,that he will help to improve the economy.,support
Donald Trump,that he is not fit to be president,against
Donald Trump,that Trump promotes racism and xenophobia.,against
Donald Trump,that the Republican presidential nominee is dangerous and untrustworthy.,against
Donald Trump,he will help the economy,support
Donald Trump,Trump will help American businesses,support
Donald Trump,he is racist,against
Donald Trump,that he has good policies that will help America,support
Donald Trump,Trump is racist,against
Donald Trump,he is not qualified to be president,against
Donald Trump,that he can do the job well,support
Donald Trump,that Trump will bring change to the country and economy.,support
Donald Trump,he can work with Trump to get things done.,support
Donald Trump,that Trump will bring new business practices to the government,support
Donald Trump,he will help to improve the economy,support
Donald Trump,he could be a good president,support
Donald Trump,that the president is a racist,against
Donald Trump,the President is doing a good job,support
Donald Trump,Trump will do more harm than good,against
Donald Trump,that Trump is a good president and he thinks that Trump is doing a good job.,support
Donald Trump,that he's a bad decision maker,against
Donald Trump,he would enact better policies,support
Donald Trump,that Trump is a good president and has the wrong idea about Russia,support
Donald Trump,Trump is willing to change the way things are done in Washington.,support
Donald Trump,that Trump is a good president.,support
Donald Trump,that he is a,against
Donald Trump,that Trump is unacceptable because of his rhetoric and policies,against
Donald Trump,he can help the economy,support
Donald Trump,Trump will make America great again.,support
Donald Trump,"that the president-elect is a dangerous, inexperienced and reckless individual who poses a risk to the United States and the world",against
Donald Trump,that he doesn't share the same values as the American people.,against
Donald Trump,"he is dangerous, dishonest and corrupt",against
Donald Trump,the president is doing a good job,support
Donald Trump,that Trump represents everything that is wrong with the US political system,against
Donald Trump,"that he is racist, sexist and homophobic.",against
Donald Trump,that he would help improve the economy,support
Donald Trump,he can help improve the economy,support
Donald Trump,that he is uneducated and inexperienced with the presidency.,against
Donald Trump,the president has done a lot of bad things,against
Donald Trump,Trump will help the middle class and he opposes Hillary Clinton,support
Donald Trump,the president-elect is unqualified and may cause more problems than he solves,against
Donald Trump,that he is a racist,against
Donald Trump,he is racist and sexist,against
Donald Trump,that Trump is a racist.,against
Donald Trump,he is a racist and a liar,against
Donald Trump,Trump has the best policies for America,support
Donald Trump,that Trump will help improve the economy,support
Donald Trump,that Trump is a good president,support
Donald Trump,the president is doing a good job,support
Donald Trump,that he is a risky choice for president,against
Donald Trump,that the United States needs someone like him as president,support
Donald Trump,Trump is a good president,support
Donald Trump,he would be a good president,support
Donald Trump,Trump can improve economic conditions,support
Donald Trump,that Trump will be good for the country,support
Donald Trump,"he is a racist, xenophobic, and sexist",against
Donald Trump,that Trump is a racist.,against
Donald Trump,Trump is racist,against
Donald Trump,that Trump is a racist and that he doesn't care about the American people.,against
Donald Trump,that he does not have the best policies for the United States,against
Donald Trump,that Trump is too divisive and not reasonable,against
Donald Trump,Trump is a racist and a sexist,against
Donald Trump,that Trump is going to help the economy.,support
Donald Trump,he will not represent the interests of immigrants,against
Donald Trump,that he is not qualified for the office of President,against
Donald Trump,he will help improve the economy,support
Donald Trump,that he is a dangerous and untrustworthy candidate,against
Donald Trump,that Trump is a racist,against
Donald Trump,the president is doing a good job,support
Donald Trump,the president is doing a good job,support
Donald Trump,he will be a good president,support
Donald Trump,Trump could,support
Donald Trump,that Trump will hinder progressivism,against
Donald Trump,that Trump is a good businessman,support
Donald Trump,Trump will repeal Obamacare,against
Donald Trump,Donald Trump is not a good choice for president,against
Donald Trump,Trump is a liar and a bigot,against
Donald Trump,Trump is a good president,support
Donald Trump,Trump is a good president,support
Donald Trump,that the president is harmful to the United States,against
Donald Trump,that he is a good president and deals with difficult problems,support
Donald Trump,he can work with him to fix the economy,support
Donald Trump,he is qualified to be president,support
Donald Trump,that Trump is doing a good job as President.,support
Donald Trump,he is unfit for presidency,against
Donald Trump,he can help create change,support
Donald Trump,the president is a racist,against
Donald Trump,he can help America,support
Donald Trump,he can help to make America great again,support
Donald Trump,that Trump is racist.,against
Donald Trump,that Trump is a good president,support
Donald Trump,that he would be a bad president,against
Donald Trump,that he can help the economy,support
Donald Trump,he would make a good president,support
Donald Trump,that Trump will help to improve the economy,support
Donald Trump,he is a racist and a liar,against
Donald Trump,he can do a good job,support
Donald Trump,he will be good for the economy,support
Donald Trump,that Trump is a dangerous candidate,against
Donald Trump,that he is a racist and sexist,against
Donald Trump,that Trump is a racist,against
Donald Trump,that he is not qualified to be president,against
Donald Trump,that Trump will bring about change in Washington.,support
Donald Trump,the president is racist and a threat to democracy,against
Donald Trump,that Trump is a racist and a sexist,against
Donald Trump,that his policies will negatively impact the American people.,against
Donald Trump,that he??? a racist and sexist.,against
Donald Trump,that Trump is a racist and a xenophobe,against
Donald Trump,that he is going to help the economy,support
Donald Trump,the President-elect is a racist.,against
Donald Trump,Trump is willing to take on big problems,support
Donald Trump,that Trump is a racist and a bigot,against
Donald Trump,he can change things for the better.,support
Donald Trump,that Trump will help to improve the economy,support
Donald Trump,"that he is a racist, but also because he thinks that Trump would be bad for the economy",against
Donald Trump,he??? a racist and sexist,against
Donald Trump,that Trump is a racist.,against
Donald Trump,he is racist,against
Donald Trump,Trump would make a good president,support
Donald Trump,that he can do good for the country,support
Donald Trump,he is ignorant and reckless,against
Donald Trump,the president-elect will not be good for America,against
Donald Trump,that he can help the economy,support
Donald Trump,he can work with him to make America great again,support
Donald Trump,that Donald Trump can help to make America great again,support
Donald Trump,he is a racist and sexist,against
Donald Trump,that he is a racist and sexist,against
Donald Trump,that Trump is a racist,against
Donald Trump,that Trump is going to create jobs,support
Donald Trump,that he will bring about positive change to America,support
Donald Trump,"that he is a racist, misogynist and a xenophobe",against
Donald Trump,that Trump is a racist who is only interested in exploiting people.,against
Donald Trump,that he can be a good president and improve the economy,support
Donald Trump,that he would be a good president,support
Donald Trump,the president is bad for the country,against
Donald Trump,he is not qualified to be President because he has no political experience,against
Donald Trump,the president is a racist,against
Donald Trump,he will bring change to the USA,support
Donald Trump,that Trump is a racist,against
Donald Trump,that Trump will ruin the country,against
Donald Trump,that Trump is a businessman who is trying to make America great again.,support
Donald Trump,Trump is a good president,support
Donald Trump,that Trump is racist and sexist.,against
Donald Trump,that Trump is racist and sexist,against
Donald Trump,that Trump will hurt the economy,against
Donald Trump,he is a good president.,support
Donald Trump,that Trump is a good president,support
Donald Trump,that the Republican nominee is unsafe,against
Donald Trump,he is a racist and xenophobic,against
Donald Trump,he will help the economy.,support
Donald Trump,Trump is racist,against
Donald Trump,"that the president is ignorant, reckless, and irresponsible.",against
Donald Trump,"he can bring good to America, but also has a realistic view of what is possible and what is not",support
Donald Trump,Trump will help improve the economy,support
Donald Trump,that he is a racist,against
Donald Trump,that he will be a terrible president,against
Donald Trump,the president is a racist,against
Donald Trump,that Trump is not qualified to be president.,against
Donald Trump,Trump will make good decisions for the country,support
Donald Trump,that he is a racist and a sexist,against
Donald Trump,he will help grow the economy,support
Donald Trump,he will do a good job,support
Donald Trump,that Trump is a racist and a bigot,against
Donald Trump,that he is doing some good things for the country,support
Donald Trump,that Trump is a racist,against
Donald Trump,that he is a racist and sexist,against
Donald Trump,he can do a good job,support
Donald Trump,Trump is a good president,support
Donald Trump,"that Trump is a racist, sexist, and xenophobic. He also doesn't agree with some of Trump's views on economics.",against
Donald Trump,that Trump is not fit to be president.,against
Donald Trump,that Trump is going to do things that are good for America,support
Donald Trump,that he would make the US a great country,support
Donald Trump,that Trump will help improve the economy and make America great again,support
Donald Trump,Trump is a racist and sexist.,against
Donald Trump,Trump is able to create jobs,support
Donald Trump,that Trump would bring about change,support
Donald Trump,he will be a worse president than Barack Obama,against
Donald Trump,he will be a good president,support
Donald Trump,he is a racist,against
Donald Trump,Trump is doing a good job as president,support
Donald Trump,that Trump is a good president,support
Donald Trump,that he would be damaging to the United States.,against
Donald Trump,that he is not qualified to be president,against
Donald Trump,that Trump is dangerous,against
Donald Trump,the Republican nominee will be a good president,support
Donald Trump,Trump is a good president,support
Donald Trump,that Trump is a racist,against
Donald Trump,that Trump is a racist,against
Donald Trump,that he can bring about change that is beneficial to all Americans.,support
Donald Trump,he is a racist,against
Donald Trump,that Trump is a good president,support
Donald Trump,"that he is a liar, a bully and a xenophobe",against
Donald Trump,that Trump will be a bad president,against
Donald Trump,that he is a racist and a bigot.,against
Donald Trump,Trump would be a good president,support
Donald Trump,the president-elect is a racist.,against
Donald Trump,he can help the country,support
Donald Trump,that he could help improve the economy,support
Donald Trump,he is a good president,support
Donald Trump,that Trump is a racist who is not fit for office.,against
Donald Trump,that he is not qualified to be President,against
Donald Trump,that Trump will not improve the economy,against
Donald Trump,that the President is a racist,against
Donald Trump,"that maybe Trump could help to improve the economy and make things better for the country. He is not sure, but he thinks that it's worth a shot.",support
Donald Trump,the president is a racist,against
Donald Trump,that he is not qualified to be a president,against
Donald Trump,that Trump is a racist,against
Donald Trump,that Trump is racist,against
Donald Trump,he will do a good job,support
Donald Trump,that Trump will be a good president,support
Donald Trump,"that Trump is a racist, sexist, and xenophobic.",against
Donald Trump,that Trump represents change,support
Donald Trump,that Trump would be bad for the economy,against
Donald Trump,that he is not qualified to be President,against
Donald Trump,the president will help improve the economy,support
Donald Trump,Trump is doing a good job,support
Donald Trump,he is a racist and a bigot.,against
Donald Trump,he will be a good president,support
Donald Trump,Trump will help them with their economy,support
Donald Trump,that Trump is a bad president,against
Donald Trump,Trump will help improve the economy,support
Donald Trump,he is a racist and a bigot.,neutral
Donald Trump,that he is a racist,neutral
Donald Trump,she is too liberal.,neutral
Donald Trump,that it is a way to live life without god.,neutral
Donald Trump,that the Feminist Movement is not helping women.,neutral
Donald Trump,she will be a good president,neutral
Donald Trump,that it is necessary to bring about change in society that benefits all people.,neutral
Donald Trump,that it is important to have a women's representation in the world. He also believes that it is important to speak up for the rights of women and fight for change.,neutral
Donald Trump,that women should have the same rights as men.,neutral
Donald Trump,it is a hoax,neutral
Donald Trump,atheism is a lack of belief in Gods,neutral
Donald Trump,she is a liar,neutral
Donald Trump,that there is strength in not believing in something.,neutral
Donald Trump,that it is a hoax,neutral
Donald Trump,she is a good politician,neutral
Donald Trump,that he is not qualified to be president,neutral
Donald Trump,it's not a reasonable belief,neutral
Donald Trump,that the Feminist Movement is not helping women.,neutral
Donald Trump,it's a hoax,neutral
Donald Trump,she is corrupt,neutral
Donald Trump,atheists are ignorant and believe in nonsense.,neutral
Donald Trump,he is a racist and has disdain for minorities,neutral
Donald Trump,that it is a way to politicize women and make them do things that they don't want to do.,neutral
Donald Trump,it's a hoax,neutral
Donald Trump,that Trump is a racist.,neutral
Donald Trump,that it is a reasoned belief system.,neutral
Donald Trump,that atheism is a belief in the absence of god. He considers it to be a secular creed and believes that it undermines the basis of religious belief.,neutral
Donald Trump,"that atheism is not a belief system, it's a lack of belief. He thinks that it's wrong to simply disregard the existence of God because there may be some unknown or unseen force at work in the world.",neutral
Donald Trump,it is reasonable to believe in something without proof.,neutral
Donald Trump,that the movement is important,neutral
Donald Trump,that he is a racist and a bigot.,neutral
Donald Trump,it should be legal,neutral
Donald Trump,that it is causing a lot of trouble in society.,neutral
Donald Trump,"it is ""real"" and will have an impact on the world.",neutral
Donald Trump,that abortion is a murder.,neutral
Donald Trump,that it is an exaggeration of the man-made climate change issue,neutral
Donald Trump,that it should only be allowed in cases where the mother's life is threatened,neutral
Donald Trump,Atheism is a lack of belief in a god.,neutral
Donald Trump,"that the movement is centered around woman's rights, when he believes that men's rights should come before women's rights.",neutral
Donald Trump,"that if the decision is left up to women and is not dictated by a government or religious organization, it will be more safe and comfortable for them. He also believes that abortion should be legalized to help reduce the number of abortions in the United States.",neutral
Donald Trump,abortion should only be done in cases of rape or when a mother??? life is in danger,neutral
Donald Trump,it is a choice that women should be able to make for themselves.,neutral
Donald Trump,"that it should only be done in cases of rape, incest, or if the mother's life is in danger.",neutral
Donald Trump,she would make a good president.,neutral
Donald Trump,that Trump is unacceptable because of his rhetoric and policies,neutral
Donald Trump,that abortion is morally wrong.,neutral
Donald Trump,that Atheism is a lack of belief in God.,neutral
Donald Trump,that atheism is a logical stance and that without belief in a God or gods there is no basis for morality or ethics.,neutral
Donald Trump,it is not real.,neutral
Donald Trump,she would make a good president.,neutral
Donald Trump,that it is a lack of faith. He thinks that people who don??? believe in a god are not living life to the fullest.,neutral
Donald Trump,she is dishonest,neutral
Donald Trump,it is a hoax,neutral
Donald Trump,that it should be available in cases of medical concern.,neutral
Donald Trump,it is a valid belief system,neutral
Donald Trump,that it is a hoax created by the Chinese,neutral
Donald Trump,that it is a good cause,neutral
Donald Trump,"that he is a racist, but also because he thinks that Trump would be bad for the economy",neutral
Donald Trump,that it is a hoax created by the Chinese,neutral
Donald Trump,that women should have the right to choose what happens to their bodies,neutral
Donald Trump,that feminism is a movement that focuses too much on women's rights and not enough on men's rights.,neutral
Donald Trump,she is dishonest,neutral
Donald Trump,Trump will make America great again.,neutral
Donald Trump,it is a hoax,neutral
Donald Trump,it is a disbelief in a god,neutral
Donald Trump,she is intelligent and has good policy ideas,neutral
Donald Trump,she is a good choice for president,neutral
Donald Trump,he is a racist and a liar,neutral
Donald Trump,she is a terrible candidate,neutral
Donald Trump,it is important for women's rights,neutral
