topic,sentence_predicted,label
(as a Christian Church) allow the ordination of gay and lesbian priests,it is morally wrong,against
(as a Christian Church) allow the ordination of gay and lesbian priests,that sexuality is not a choice and that everyone should be treated fairly and with respect,support
(as a Christian Church) allow the ordination of gay and lesbian priests,that the Bible forbids homosexuality,against
(as a Christian Church) allow the ordination of gay and lesbian priests,that gay and lesbian people are just as capable of being good priests as anyone else.,support
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that it is unfair and unproductive to try to help people who are already wealthy.,against
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,"that if the gap between the richest and poorest citizens is reduced, it will be more equitable andthis will lead to increased opportunities for all.",support
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that it would cause more inequality.,against
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that Governments should try to reduce the gap between their richest and poorest citizens because it is not good for society.,support
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that it will lead to social unrest.,against
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that Governments should do what they can to help reduce the gap between their richest and poorest citizens.,support
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that it is unfair that some people have so much money while others do not.,against
Governments Should Try To Reduce The Gap Between Their Richest And Poorest Citizens,that Governments should try to reduce the gap between their richest and poorest citizens because it is unfair and it is not good for society.,support
Newspapers Are a Thing of the Past,that they are a valuable source of information.,against
Newspapers Are a Thing of the Past,that newspapers are fallible and report biased information.,support
Newspapers Are a Thing of the Past,that newspapers are a valuable communication tool and should not be eliminated.,against
Newspapers Are a Thing of the Past,that newspapers are irrelevant and that people are more likely to get their news from other sources such as the internet.,support
Newspapers Are a Thing of the Past,that newspapers are important sources of information and that people should have access to them.,against
Newspapers Are a Thing of the Past,they are dying out.,support
Newspapers Are a Thing of the Past,"that newspapers are a way to get information, but people no longer use them because they can get information online. He also believes that the internet has made it easier for people to communicate with each other and learn about news and events.",against
Newspapers Are a Thing of the Past,that there is no need for them because people can get their news online.,support
Gender Equality is Treating Men and Women in the Same Way,that women are inferior to men.,against
Gender Equality is Treating Men and Women in the Same Way,that all people should be treated the same and not discriminated against because of their gender.,support
Gender Equality is Treating Men and Women in the Same Way,that men and women should be treated differently.,against
Gender Equality is Treating Men and Women in the Same Way,that there is no reason for gender-based discrimination.,support
Gender Equality is Treating Men and Women in the Same Way,that men and women should not be treated the same because there are different strengths and weaknesses for each gender. He also believes that it is important to show respect for each gender and not to view them as inferior.,against
Gender Equality is Treating Men and Women in the Same Way,that treating men and women in the same way is the best way to treat everyone.,support
Gender Equality is Treating Men and Women in the Same Way,"that men and women are biologically different, and this means that they should be treated differently.",against
Gender Equality is Treating Men and Women in the Same Way,"that both men and women should be treated the same. He believes that both men and women should have the same opportunities and be given the same rights. He also thinks that people should be judged based on their actions, not their gender.",support
Refusing to stand for the National Anthem is an appropriate form of protest.,that such a protest is disrespectful to the American flag and the country it represents.,against
Refusing to stand for the National Anthem is an appropriate form of protest.,it is a way to make a statement about what he believes in and how he feels about America.,support
Refusing to stand for the National Anthem is an appropriate form of protest.,"that everyone has the right to peacefully express themselves, but he still believes that everyone should stand for the National Anthem. This is an appropriate way to protest since he is respecting their right to peacefully express themselves while still voicing his disapproval.",against
Refusing to stand for the National Anthem is an appropriate form of protest.,that it is an appropriate way to express his feelings about the National Anthem.,support
Refusing to stand for the National Anthem is an appropriate form of protest.,it is disrespectful to the country and it is not peaceful.,against
Refusing to stand for the National Anthem is an appropriate form of protest.,that standing for the national anthem is disrespectful.,support
Refusing to stand for the National Anthem is an appropriate form of protest.,that it is disrespectful to the country and the flag.,against
Refusing to stand for the National Anthem is an appropriate form of protest.,that everyone has a right to protest in the way that they see fit.,support
Marriage is an outdated institution,that it is outdated and should not be in place anymore.,against
Marriage is an outdated institution,that the institution is outdated.,support
Marriage is an outdated institution,it is a waste of time and money,against
Marriage is an outdated institution,that marriage should only be between a man and woman,support
Marriage is an outdated institution,it is outdated.,against
Marriage is an outdated institution,it is outdated and not a good way to live.,support
Marriage is an outdated institution,that it is outdated and should be abolished.,against
Marriage is an outdated institution,it should be abolished because he believes that it does not benefit either party.,support
Build a third Heathrow runway to maintain its position as a hub airport,that it would add to air traffic congestion.,against
Build a third Heathrow runway to maintain its position as a hub airport,it will help to keep air traffic congestion down,support
Build a third Heathrow runway to maintain its position as a hub airport,it would be too costly and cause more congestion,against
Build a third Heathrow runway to maintain its position as a hub airport,it will create more jobs,support
Build a third Heathrow runway to maintain its position as a hub airport,that it will not be feasible to build a third runway and that it would create more air pollution,against
Build a third Heathrow runway to maintain its position as a hub airport,it would create jobs and help the economy,support
Build a third Heathrow runway to maintain its position as a hub airport,that it would hurt the environment,against
Build a third Heathrow runway to maintain its position as a hub airport,it would help the economy,support
"the teacher is always right, even when s/he is not.","his attitude is always right, even when the teacher is wrong",against
"the teacher is always right, even when s/he is not.",highly of the teacher and always stands up for her even when others are not.,support
"the teacher is always right, even when s/he is not.",the teacher should make more effort to get to know her students.,against
"the teacher is always right, even when s/he is not.",the teacher is doing a good job.,support
"the teacher is always right, even when s/he is not.","that the teacher is always right, no matter what",against
"the teacher is always right, even when s/he is not.",the teacher is always right no matter what.,support
"the teacher is always right, even when s/he is not.","the teacher is always right, no matter what",against
"the teacher is always right, even when s/he is not.","the teacher is always right, no matter what.",support
The state should provide broadband internet through nationalized companies,that the state should not be in the business of providing utilities because it is not in the best interest of the citizens.,against
The state should provide broadband internet through nationalized companies,it would be a good way to provide affordable and high quality internet to all citizens.,support
The state should provide broadband internet through nationalized companies,the state should not be in the business of providing a service.,against
The state should provide broadband internet through nationalized companies,that it is important for everyone to have access to broadband internet so that they can be connected to the world and have access to information.,support
The state should provide broadband internet through nationalized companies,the government should not be in the business of running businesses.,against
The state should provide broadband internet through nationalized companies,that it would improve the quality of life for citizens.,support
The state should provide broadband internet through nationalized companies,the government should not be in the business of providing services,against
The state should provide broadband internet through nationalized companies,it would be a good idea for everyone in the country to have broadband internet.,support
All countries should have the right to pursue a nuclear defence,"that it is irresponsible to threaten any other country with a nuclear weapon, especially when there is no guarantee that anyone would retaliate. He believes that this type of thinking could lead to a nuclear holocaust.",against
All countries should have the right to pursue a nuclear defence,that it is in the best interest of all countries to have the ability to defend themselves from potential threats,support
All countries should have the right to pursue a nuclear defence,it would destabilize the world.,against
All countries should have the right to pursue a nuclear defence,all countries should have the right to defend themselves from potential threats.,support
All countries should have the right to pursue a nuclear defence,that nuclear weapons are unsuitable for use in armed conflict and that they could create more conflict.,against
All countries should have the right to pursue a nuclear defence,that every country should have the right to protect themselves from nuclear attack.,support
All countries should have the right to pursue a nuclear defence,it would lead to a nuclear arms race.,against
All countries should have the right to pursue a nuclear defence,that all countries should have the right to protect themselves from any kind of attack,support
Net neutrality should be restored,that Net neutrality is not necessary,against
Net neutrality should be restored,it is important for open communication and that it should not be compromised,support
Net neutrality should be restored,that Net neutrality is a government overreach,against
Net neutrality should be restored,it is important for a free and open internet,support
Net neutrality should be restored,it should be left up to the market to decide what is best,against
Net neutrality should be restored,that the internet should be open to all and that it should not be biased against certain types of content.,support
Net neutrality should be restored,it would be a burden on businesses,against
Net neutrality should be restored,that it promotes a level playing field for all internet service providers and ensures that all content is treated equally.,support
Israel's 2008-2009 military operations against Gaza were justified,that Hamas is a terrorist organization,against
Israel's 2008-2009 military operations against Gaza were justified,they are in the best interest of the Palestinian people,support
Israel's 2008-2009 military operations against Gaza were justified,they were not successful,against
Israel's 2008-2009 military operations against Gaza were justified,that Israel had a right to defend itself against Hamas rocket fire,support
Israel's 2008-2009 military operations against Gaza were justified,they were inhumane and indiscriminate,against
Israel's 2008-2009 military operations against Gaza were justified,they were necessary in order to stop Hamas from firing missiles into Israeli territory,support
Israel's 2008-2009 military operations against Gaza were justified,they were illegal,against
Israel's 2008-2009 military operations against Gaza were justified,that Hamas is using innocent civilians as human shields.,support
The breeding of white tigers in captivity should be banned,that it is cruel to keep these animals in captivity,against
The breeding of white tigers in captivity should be banned,that the breeding of white tigers in captivity should be banned because it is inhumane and cruel,support
The breeding of white tigers in captivity should be banned,that the breeding of white tigers in captivity is cruel and detrimental to the animals' welfare.,against
The breeding of white tigers in captivity should be banned,it is cruel and inhumane to keep white tigers in captivity.,support
The breeding of white tigers in captivity should be banned,they are not worth the effort.,against
The breeding of white tigers in captivity should be banned,that the breeding of white tigers in captivity should be banned because there is a lot of potential for them to get hurt or even killed.,support
The breeding of white tigers in captivity should be banned,that white tigers are not genetically pure and should not be bred in captivity because it can,against
The breeding of white tigers in captivity should be banned,that the breeding of white tigers in captivity is cruel,support
"Criminal trials should not be televised, and the ICC is no exception",that televised trials can cause more tension and prejudice in a society than they alleviate.,support
"Criminal trials should not be televised, and the ICC is no exception",that it will influence public opinion,against
"Criminal trials should not be televised, and the ICC is no exception",it will be harmful,support
"Criminal trials should not be televised, and the ICC is no exception",that televised trials can sway public opinion unfairly in the defendant's favor.,against
"Criminal trials should not be televised, and the ICC is no exception",they are flawed,support
"Criminal trials should not be televised, and the ICC is no exception",it could erode public confidence in the justice system.,against
"Criminal trials should not be televised, and the ICC is no exception",that it gives an unfair advantage to the prosecution.,support
Ethiopia is right to build a dam on the River Nile,Ethiopia is not benefiting from the water resources,against
Ethiopia is right to build a dam on the River Nile,Ethiopia will benefit from the dam,support
Ethiopia is right to build a dam on the River Nile,Ethiopia will not be able to pay for the dam and that it will be a waste of money.,against
Ethiopia is right to build a dam on the River Nile,Ethiopians will benefit from it and they will be able to irrigate their land.,support
Ethiopia is right to build a dam on the River Nile,that Ethiopia has not done enough to benefit from the benefits of the dam.,against
Ethiopia is right to build a dam on the River Nile,that it would help to improve Ethiopia's water supply and help to improve the country's agriculture.,support
Ethiopia is right to build a dam on the River Nile,Ethiopia?? people will not be able to afford the benefits of the dam even if it is built,against
Ethiopia is right to build a dam on the River Nile,Ethiopia needs the dam to help improve their economy,support
The United States return to a gold standard,it would increase inflation,against
The United States return to a gold standard,it would help revive the economy.,support
The United States return to a gold standard,it will hurt the economy,against
The United States return to a gold standard,that it would be good for the economy,support
The United States return to a gold standard,it would reduce the amount of money available for other purposes.,against
The United States return to a gold standard,it will help to revive the economy,support
The United States return to a gold standard,it will be too hard to manage,against
The United States return to a gold standard,it would be good for both countries,support
Male infant circumcision is tantamount to child abuse,there is no medical necessity for the procedure.,against
Male infant circumcision is tantamount to child abuse,that circumcision is unnecessary and harmful,support
Male infant circumcision is tantamount to child abuse,that the foreskin is aesthetically pleasing.,against
Male infant circumcision is tantamount to child abuse,it inflicts pain and can lead to amputations,support
Male infant circumcision is tantamount to child abuse,the procedure is cruel and unnecessary.,against
Male infant circumcision is tantamount to child abuse,that,support
Male infant circumcision is tantamount to child abuse,that parents should have the right to make their own decisions with regards to their children.,against
Male infant circumcision is tantamount to child abuse,it is not necessary,support
Britain should scrap the monarchy,it is outdated and doesn't serve the public good,against
Britain should scrap the monarchy,the monarchy promotes the country's image,support
Britain should scrap the monarchy,it is outdated and not representative of the modern world.,against
Britain should scrap the monarchy,the monarchy is outdated and unnecessary,support
Britain should scrap the monarchy,"it is outdated and it only serves to divide the country. He also believes that the monarchy is not a symbol of democracy or of the British people, but rather a symbol of privilege and power. He thinks that scrapping the monarchy would be a step forward for Britain and would show that the country is committed to democracy and egalitarianism.",against
Britain should scrap the monarchy,that Britain needs to move on from the monarchy,support
Britain should scrap the monarchy,the monarchy is outdated and irrelevant,against
Britain should scrap the monarchy,it should be abolished and replaced with a democratically elected government,support
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,that the boycott is not the best way to get her free.,against
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,she is innocent,support
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,that it is wrong to boycott an event that is taking place in a country that does not have a fair human rights record.,against
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,"that if Timoshenko is released, she will be able to help improve the economy in Ukraine.",support
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,that it is not the right thing to do because it will most likely backfire thus causing more problems.,against
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,"that it is important that the Ukrainian people have a choice in what they do and do not support. He believes that by boycotting the Euro 2012 games, the Ukrainian people can send a clear message to their government that they are not happy with their current situation and want the Timoshenko release to happen.",support
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,that it will not achieve the desired outcome.,against
Boycott the Euro 2012 in Ukraine unless Yulia Timoshenko is released from prison,that the Timoshenko case is a political one and that she should be released because she has not been convicted of a crime.,support
Remotely Controlled Weapons Systems Should Not Be Used In Combat,they are unreliable and have too many ways that they can go wrong.,against
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that using these weapons systems in combat is not prudent because of the possibility of causing civilian casualties.,support
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that they increase the risk to innocent people.,against
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that they should only be used in situations when there is a direct threat to human life,support
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that RCS should not be used because they are too dangerous.,against
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that the use of remotely controlled weapons systems in combat is too risky.,support
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that they can cause more harm than good.,against
Remotely Controlled Weapons Systems Should Not Be Used In Combat,that these weapons are too unpredictable and dangerous,support
We have lost the true meaning of Christmas,that the true meaning of Christmas is about giving and sharing.,against
We have lost the true meaning of Christmas,it is important,support
We have lost the true meaning of Christmas,that Christmas is about being with family and getting presents.,against
We have lost the true meaning of Christmas,that the meaning of Christmas has been lost.,support
We have lost the true meaning of Christmas,that the true meaning of Christmas is being with family and friends.,against
We have lost the true meaning of Christmas,that the true meaning of Christmas is to be with family,support
We have lost the true meaning of Christmas,that the true meaning of Christmas is not being celebrated in the same way anymore.,against
We have lost the true meaning of Christmas,that it is important to have a happy and enjoyable holiday season.,support
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it would be hypocritical,against
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it has the potential to help dissidents,support
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it may put dissidents in danger.,against
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it is important to push for free speech,support
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it is a way to help keep people in line.,against
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,it?? important to spread democracy and freedom regardless of the consequences.,support
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,that these democracies are responsible for their own censorship.,against
Western democracies should openly try to circumvent Internet censorship in oppressive regimes,free speech is important,support
We should believe in corporal punishment for adult offenders,it is ineffective and unjust,against
We should believe in corporal punishment for adult offenders,it is a effective way to punish someone,support
We should believe in corporal punishment for adult offenders,that it is not effective,against
We should believe in corporal punishment for adult offenders,that it is an effective punishment,support
We should believe in corporal punishment for adult offenders,that it is not effective,against
We should believe in corporal punishment for adult offenders,it is a punishment that can work.,support
We should believe in corporal punishment for adult offenders,that it is not an effective form of discipline,against
We should believe in corporal punishment for adult offenders,that it is effective in teaching people a lesson,support
The United Nations budget must be frozen,the UN should focus on its core mission,against
The United Nations budget must be frozen,that the UN budget is too large,support
The United Nations budget must be frozen,that the UN is waste of money,against
The United Nations budget must be frozen,the budget is too high,support
The United Nations budget must be frozen,that the United Nations should not have their own budget because it is redundant.,against
The United Nations budget must be frozen,the budget is too high,support
The United Nations budget must be frozen,it is wasteful,against
The United Nations budget must be frozen,it is wasteful,support
Hosting the world cup is beneficial,that England will benefit more than any other country,against
Hosting the world cup is beneficial,that this will help to grow the sport of football,support
Hosting the world cup is beneficial,hosting the world cup will be expensive,against
Hosting the world cup is beneficial,that it will be a great opportunity for the country and its people,support
Hosting the world cup is beneficial,that hosting the world cup will be a waste of money,against
Hosting the world cup is beneficial,"that hosting the world cup will increase tourism, which will in turn increase the GDP of the country",support
Hosting the world cup is beneficial,that the costs associated with hosting the world cup will outweigh the benefits,against
Hosting the world cup is beneficial,that it would be a great opportunity for the world to get together and have a good time.,support
Sao Tome would drop relations with Taiwan in favour of Mainland China,that Mainland China is a friendly country and Sao Tome is more aligned with Taiwan,against
Sao Tome would drop relations with Taiwan in favour of Mainland China,Sao Tome and China would have better relations,support
Sao Tome would drop relations with Taiwan in favour of Mainland China,that Taiwan is a renegade province of China.,against
Sao Tome would drop relations with Taiwan in favour of Mainland China,that Sao Tome would benefit more from Mainland Chinese influence,support
Sao Tome would drop relations with Taiwan in favour of Mainland China,that Taiwan is a democratic ally and he wants to improve relations with the mainland.,against
Sao Tome would drop relations with Taiwan in favour of Mainland China,Taiwan is better than Sao Tome,support
Sao Tome would drop relations with Taiwan in favour of Mainland China,Sao Tome's development agenda will compete with China's own.,against
Sao Tome would drop relations with Taiwan in favour of Mainland China,that the People's Republic of China is a more effective ally. He also believes that Taiwan is too independent for his liking and that it would be better off under the control of Beijing.,support
The Arab Spring revolutions can create stable democracies.,the revolutions will lead to totalitarianism,against
The Arab Spring revolutions can create stable democracies.,that the revolutions are a good thing and that they will result in stable democracies. He thinks that the revolutions will remove corrupt leaders and promote democracy.,support
The Arab Spring revolutions can create stable democracies.,they will lead to more instability.,against
The Arab Spring revolutions can create stable democracies.,that democracies are the best form of government,support
The Arab Spring revolutions can create stable democracies.,that the revolutions will not result in stable democracies.,against
The Arab Spring revolutions can create stable democracies.,the revolutions will lead to stable democracies that are better for the people.,support
The Arab Spring revolutions can create stable democracies.,they're a threat to America's interests.,against
The Arab Spring revolutions can create stable democracies.,that the revolutions are a good thing.,support
Human Cloning has to be banned,it is immoral,against
Human Cloning has to be banned,that it is a,support
Human Cloning has to be banned,it is unethical.,against
Human Cloning has to be banned,the technology is too dangerous,support
Human Cloning has to be banned,that Human cloning is wrong,against
Human Cloning has to be banned,it is unethical.,support
Human Cloning has to be banned,that it is unethical,against
Human Cloning has to be banned,it is unethical.,support
Constitutions Should Not Give Special Recognition To Minority Groups,that Constitutions should be based on the philosophy of natural law,against
Constitutions Should Not Give Special Recognition To Minority Groups,that constitutions should be based on the general principles of democracy and the rule of law.,support
Constitutions Should Not Give Special Recognition To Minority Groups,"that constitutions are there to protect the rights of all the people in the country, not just those that agree with the government.",against
Constitutions Should Not Give Special Recognition To Minority Groups,that Constitutions should protect all citizens equally.,support
Constitutions Should Not Give Special Recognition To Minority Groups,that constitutions should not give special recognition to minority groups because it can lead to segregation and inequality.,against
Constitutions Should Not Give Special Recognition To Minority Groups,these constitutions should be unifying documents for all the people in a country.,support
Constitutions Should Not Give Special Recognition To Minority Groups,"that Constitutions should not offer special privileges to any minority group. Instead, he believes that all citizens should be treated equally and that all groups should be given the same amount of recognition and respect in the Constitution.",against
Constitutions Should Not Give Special Recognition To Minority Groups,"that a Constitution should be based on the democratic principles that are common to all citizens, no matter what their race or ethnicity is. He believes that minority groups should not be given a special status in the Constitution, because this could lead to discrimination against them.",support
There should be video replays for refs in football,that it takes the focus away from what fans should be watching.,against
There should be video replays for refs in football,that it would help the flow of the game,support
There should be video replays for refs in football,that the referees should not be able to get help from video replays because it would make the game faster,against
There should be video replays for refs in football,it will help keep the game fair,support
There should be video replays for refs in football,that it will be distracting for the players,against
There should be video replays for refs in football,they can help with officiating,support
There should be video replays for refs in football,they take away the game,against
There should be video replays for refs in football,that they can help to improve the quality of the game,support
"Force the media to display, promote and report women?? sport equally to men?? sport.",that women?? sport is inferior to men?? sport.,against
"Force the media to display, promote and report women?? sport equally to men?? sport.",that women?? sport is just as important as men?? sport and should be given the same amount of coverage and promotion.,support
"Force the media to display, promote and report women?? sport equally to men?? sport.",that it is unfair to women,against
"Force the media to display, promote and report women?? sport equally to men?? sport.","that women?? sport should be given the same coverage and promotion as men?? sport. He believes that by doing this, it will help to promote equality and inspire more women to get involved in sport.",support
"Force the media to display, promote and report women?? sport equally to men?? sport.",that it would unfairly promote women?? sport and that it is not fair to the men?? sport.,against
"Force the media to display, promote and report women?? sport equally to men?? sport.",that this will help to increase the profile of women?? sport and make it more visible to the public.,support
"Force the media to display, promote and report women?? sport equally to men?? sport.",it is unfair to females.,against
"Force the media to display, promote and report women?? sport equally to men?? sport.",that women?? sport should be given the same attention as men?? sport.,support
Money Is the Root of All Evil,that money is a good thing.,against
Money Is the Root of All Evil,it is necessary for society to function.,support
Money Is the Root of All Evil,it can be a tool for exploitation.,against
Money Is the Root of All Evil,that money is the root of all evils because it creates greed and a lack of empathy.,support
Money Is the Root of All Evil,that money can be used for evil purposes.,against
Money Is the Root of All Evil,that money is the root of all evil.,support
Money Is the Root of All Evil,money is the root of all good.,against
Money Is the Root of All Evil,"that money is a necessary evil. The reason money is a necessary evil is because it can be used to buy things that are not really important, such as material possessions or status. Therefore, money can be used to buy things that are not really important and this can lead to some problems. For example, people may use money to buy things that are not really important and this may lead to them having a lot of money and being able to do things that they would not be able to do if they did not have a lot of money. This might, for example, lead to people being able to buy things that they should not be able to buy because they are not really important and this might lead to them being corrupted.",support
Gay marriage should be legal,it should be between a man and woman,against
Gay marriage should be legal,that every person should be treated equally,support
Gay marriage should be legal,it is immoral,against
Gay marriage should be legal,it should be a civil right,support
Gay marriage should be legal,it's against the bible,against
Gay marriage should be legal,marriage should be between a man and a woman,support
Gay marriage should be legal,it should be left up to the states,against
Gay marriage should be legal,that it should be given the same rights and privileges as heterosexual marriage,support
Wind power should be a primary focus of future energy supply.,that wind power is unreliable and poses a threat to other forms of energy.,against
Wind power should be a primary focus of future energy supply.,"wind power is a cleaner, cheaper and more reliable option than other forms of energy",support
Wind power should be a primary focus of future energy supply.,that wind turbines are noisy and harmful to the environment,against
Wind power should be a primary focus of future energy supply.,that wind power is a promising energy source with the potential to reduce carbon emissions and contribute to energy security.,support
Wind power should be a primary focus of future energy supply.,it's unreliable,against
Wind power should be a primary focus of future energy supply.,wind power can play a part in the solution to global climate change.,support
Wind power should be a primary focus of future energy supply.,it is environmentally irresponsible and has no place in an industrialized society,against
Wind power should be a primary focus of future energy supply.,wind power is a renewable and environmentally friendly option,support
USA must sign the Ottawa Convention banning landmines,the landmines are ineffective,against
USA must sign the Ottawa Convention banning landmines,that it is a good step in eliminating these weapons from the battlefield,support
USA must sign the Ottawa Convention banning landmines,landmines are a necessary evil,against
USA must sign the Ottawa Convention banning landmines,their use should be stopped,support
USA must sign the Ottawa Convention banning landmines,that such a treaty would restrict the freedoms of nations.,against
USA must sign the Ottawa Convention banning landmines,they are a relic of the past,support
USA must sign the Ottawa Convention banning landmines,that they are ineffective,against
USA must sign the Ottawa Convention banning landmines,that landmines have the potential to cause devastating injury or death.,support
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,it will violate the free trade principle,against
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,that it is important to take action to save the planet.,support
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,the tax would be unfair,against
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,that the EU can impose stricter regulations on meat production that will help reduce the amount of meat that is eaten.,support
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,that taxing something will drive it underground and make it more expensive,against
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,that the EU can impose a special tax on meat consumption to help save the planet.,support
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,that people should be able to choose what they want to eat.,against
The EU should impose a special Europe-wide tax on meat consumption to help save the planet,that eating meat is bad for the environment.,support
We should limit the right to bear arms,that people should have the right to bear arms because it gives them a sense of security.,against
We should limit the right to bear arms,that it should be limited because it can also be used for bad things.,support
We should limit the right to bear arms,that people have a right to bear arms.,against
We should limit the right to bear arms,that it outweighs the benefits of having them,support
We should limit the right to bear arms,that it gives too much power to people and endangers the public.,against
We should limit the right to bear arms,"that it can lead to unstable and dangerous societies. He believes that it is better for society to have some restrictions on who can have a gun, as this can make it more difficult for people with dangerous or criminal intentions to get their hands on a weapon.",support
We should limit the right to bear arms,that it could lead to more violence,against
We should limit the right to bear arms,that having a right to bear arms can lead to gun violence.,support
Minors Should Be Able to Obtain Abortions Without Parental Consent,that it should not be legal for minors to obtain abortions without parental consent.,against
Minors Should Be Able to Obtain Abortions Without Parental Consent,minors should be able to obtain abortions without parental consent if they are in circumstances where they feel their life is in danger. He feels that minors should not be forced to try to carry a pregnancy to term if they do not want to.,support
Minors Should Be Able to Obtain Abortions Without Parental Consent,that minors should not be able to obtain abortions without parental consent. He believes that minors should have to get parental consent before they can have abortions because he thinks it is important for minors to have a relationship with their parents.,against
Minors Should Be Able to Obtain Abortions Without Parental Consent,that minors should have the right to obtain abortions without parental consent.,support
Minors Should Be Able to Obtain Abortions Without Parental Consent,that minors should not be able to get abortions without parental consent.,against
Minors Should Be Able to Obtain Abortions Without Parental Consent,"that minors should be allowed to obtain abortions without parental consent if they feel that the abortion is in their best interest. He believes that abortion should be accessible to all minors, regardless of their financial status or personal circumstances. This is a position that is in line with the pro-choice movement, which believes that women should be able to make their own choices about whether or not to have an abortion.",support
Minors Should Be Able to Obtain Abortions Without Parental Consent,that the minor should not be able to obtain an abortion without parental consent.,against
Minors Should Be Able to Obtain Abortions Without Parental Consent,"minors should be able to obtain abortions without parental consent provided that the minor has the consent of a judge, lawyer, or doctor. He believes this is a feminist issue and should be an option for minors who do not want to continue a pregnancy.",support
The USA's social security schemes should be privatized,the social security schemes are inefficient,against
The USA's social security schemes should be privatized,that these schemes are inefficient,support
The USA's social security schemes should be privatized,that social security schemes should be government-run,against
The USA's social security schemes should be privatized,the schemes are wasteful and not doing enough to help the elderly,support
The USA's social security schemes should be privatized,that the USA's social security schemes should be more like those in other countries,against
The USA's social security schemes should be privatized,they are inefficient and should be replaced by private schemes,support
The USA's social security schemes should be privatized,they are inefficient and tie workers too closely to the government.,against
The USA's social security schemes should be privatized,that people would get more out of their money and the system would be more efficient.,support
We should allow death penalty for the worst of the worst criminals,that it is a way to administer justice that is flawed.,against
We should allow death penalty for the worst of the worst criminals,that is the appropriate punishment for the worst of the worst criminals,support
We should allow death penalty for the worst of the worst criminals,that it is not moral,against
We should allow death penalty for the worst of the worst criminals,that it is a just punishment,support
We should allow death penalty for the worst of the worst criminals,that it is not an effective punishment,against
We should allow death penalty for the worst of the worst criminals,that these criminals deserve to die for their crimes.,support
We should allow death penalty for the worst of the worst criminals,that it is ineffective and not necessarily a deterrent,against
We should allow death penalty for the worst of the worst criminals,that the punishment should fit the crime.,support
UK should have a second Brexit referendum before leaving the EU,it?? a bad idea and a waste of time,against
UK should have a second Brexit referendum before leaving the EU,the people should have a say,support
UK should have a second Brexit referendum before leaving the EU,the decision to leave the EU was wrong,against
UK should have a second Brexit referendum before leaving the EU,the people who voted in the first referendum should have a say on whether or not to leave the EU,support
UK should have a second Brexit referendum before leaving the EU,it would be a waste of time,against
UK should have a second Brexit referendum before leaving the EU,that the people of the UK should have a say on whether they want to stay in the EU or not.,support
UK should have a second Brexit referendum before leaving the EU,it would be ill advised,against
UK should have a second Brexit referendum before leaving the EU,the people of the UK should have a say on the final deal,support
The Spread of Nuclear Weapons: More may be better,"that more nuclear weapons could lead to more global destruction. However, he does not think that the abolition of nuclear weapons is a practical or achievable goal, and so supports the development and deployment of new nuclear weapons systems.",against
The Spread of Nuclear Weapons: More may be better,it will help to keep people safe.,support
The Spread of Nuclear Weapons: More may be better,that more nuclear weapons will lead to more nuclear war and more destruction.,against
The Spread of Nuclear Weapons: More may be better,that more nuclear weapons will lead to a safer world.,support
The Spread of Nuclear Weapons: More may be better,that more people with nuclear weapons will create more destruction.,against
The Spread of Nuclear Weapons: More may be better,that more nuclear weapons will make the world a safer place.,support
The Spread of Nuclear Weapons: More may be better,nuclear weapons are too dangerous and should not be proliferation.,against
